,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
250,"Scientist/Machine Learning Engineer, Applied Science",$74k-$123k (Glassdoor Est.),"The Scientist/Senior Scientist/Lead Scientist - (Machine Learning Engineers) will work with the rest of the team to research, invent, and implement the next generation prediction, optimization, and analytics technology. You are a brilliant, motivated self-starter and an extremely fast learner with top notch problem solving, and analytical skills. You have a deep sense of curiosity and innate desire to dig deep into terabytes of data and love to play with the innards of complex algorithms, mathematical constructs and code.

Responsibilities
Research, design and/or implement solutions to challenging problems in real-time bidding domain, such as all kinds of optimization problems, audience understanding, etc.
Research and improve features and machine learning models for production pipeline.
Provide insights and suggestions on customer campaign optimization problems and product/platform optimization problems through statistical data analysis when needed.
Drive innovation by identifying and formulating new problems, publishing papers, filing patents, etc.
Required Qualifications
PhD degree in a closely related field (e.g.: computer science/engineering, optimization) with publications in the area is strongly preferred
Or Masters with significant experience in advertising and Machine Learning
Experience in one or more of the following areas: machine learning, data mining, statistical modeling, optimization, algorithms, big-data, game theory
Proficiency with one or more programming languages - ability to write/debug production code.
Excellent communication skills – ability to present and communicate complex ideas in simple terms
Strong statistical/math/analytical abilities; Exceptional problem solving skills
Desired Qualifications
Previous experience in the advertising industry
Strong programming experience with Java, C/C++, Python and/or Scala
Excellent knowledge in algorithms and data structures
#LI-KM1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.",3.8,"Amobee
3.8","Redwood City, CA",-1,501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1
251,Data Scientist - Defense & Intelligence,$74k-$123k (Glassdoor Est.),"Data Science - Defense & Intelligence

Elder Research Inc. is a Data Science consulting firm specialized in providing analytic solutions to clients in Commercial and Government industries. Providing analytic solutions to hundreds of companies across numerous industries, our team enjoys a great variety in the type of work they do and exposure to a wide range of techniques and tools

We are trusted advisors to our clients, building lasting relationships and partnering as preferred analytics providers. We use a variety of programming languages and tools to create analytic solutions, often fitting within our clients’ environment and needs.

Summary of Position:

As a Data Scientist, you will work directly with clients, managers and technical staff to understand business needs, develop technical plans, and deliver data-driven analytical solutions that solve client problems. You will primarily create and deploy predictive models from a wide variety of data sources and types using the latest mathematical and statistical methods.

Essential Functions:

• Exploration, cleaning, and wrangling to understand available data

• Meetings and discussions with clients and co-workers to refine understanding of the business problem at hand

• Trying different predictive modeling approaches to identify the best fit for a given set of business understanding, available data, and project timeline

• Writing re-usable code in R, Python, Java, Scala, SQL, or other languages, and working to refine it through code review and discussion

• Applying statistics to understand the significance of different attributes

• Preparing presentations, writing reports, and working to communicate technical results to clients with varying levels of analytic sophistication

• Ability to work independently in a collaborative, dynamic, cross-functional environment

• Travel to and work on-site at clients both local and non-local. Number of days at client site vary depending on project requirements.

Job Specifications/Requirements:

• Bachelor of Science degree or Masters degree in Operation Research, Industrial Engineering, Applied Mathematics, Statistics, Physics, Computer Science or related fields.

• Current DOD Top Secret Clearance and eligible for SCI access and ACCM read-on

• Proficient with one of more of the following programming languages (Java, C++, Python, R)

• Demonstrated experience applying data science methods to real-world problems.

• Knowledge and experience in data wrangling, advanced statistical data analysis and modeling

• Capable of communicating complex models and concepts in non-technical language

• Comfortable learning new things and working outside of your comfort zone

• Strong English-speaking and writing skills

Desired Skills

· 3+ years of experience in a data science role

· Experience working with some of the following technologies: AWS/C2S, Solr, NoSQL databases (MongoDB, DynamoDB, Redis, HBase, Cassandra, Accumulo, Neo4j, etc.), Caffe/TensorFlow/Keras/etc, Hadoop, Spark, Pig

· Experience building models and tools to help analysts understand data and answer intelligence questions

· Experience using Data Science libraries in Python or R: tidyverse, NumPy, SciPy, andas

· Familiarity with commercial and open source data science software: IBM SPSS Modeler, SAS, KNIME, RapidMiner, Statistica

· Familiarity with software development (Scala, C#, Java, JavaScript, etc.)

· Familiarity with relational databases, Oracle, SQL, and ETL tools

· Security+ certified

· Proficiency with unsupervised, semi-supervised, and supervised learning algorithms and technologies.

· Domain expertise: counterintelligence, insider threat, intelligence data sources (HUMINT, SIGINT, IMINT, and OSINT)

About Elder Research, Inc

Elder Research is a fast growing consulting firm specializing in predictive analytics. Being in the data mining business over 20 years, we pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. In keeping with our entrepreneurial spirit, we want candidates who are self-motivated with an innate curiosity and strong team work. We work hard to provide the best value to our clients and allow each person to contribute their ideas and put their skills to use immediately.

Elder Research believes in continuous learning; each week the entire company attends a “Tech Talk” followed by an office lunch. Elder Research provides a supportive work environment with established parental, bereavement, and PTO policies. By prioritizing a healthy work-life balance - with reasonable hours, solid pay, low travel, and extremely flexible time off - Elder Research enables and encourages its employees to serve others.

Elder Research, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.",3.8,"Elder Research Inc
3.8","Arlington, VA",-1,51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
252,Process Development Scientist (Process Development and Technology Operations),$74k-$123k (Glassdoor Est.),"ArsenalBio’s mission is to develop efficacious and safe cellular therapies for patients with chronic diseases, initially cancer. Our products are being designed to herald the transition of adoptive cell therapy from a hospital based treatment to outpatient therapy, like most other cancer treatments. Our people are our greatest asset, they bring scientific talents in molecular biology, immunology, pharmacology, protein chemistry, computational biology, automation, genome engineering, software and other fields to make the future happen now.

We are seeking a talented and motivated Scientist to join the ArsenalBio Process Development team. The individual will work closely with team members to develop GMP-compatible processes and procedures that will lead to the effective manufacture of our cell therapy products. This position will report into the Process Development team lead and aid in the technical development of a GMP-enabling cell therapy manufacturing process. The individual will also interact cross-functionally within Process Development and Tech Ops and across the organization to enable the success of ArsenalBio.
What You Will Do
Plan, execute, analyze, and report on experiments and analytic assays to support the development of a GMP process to manufacture, characterize, and release T cell therapy products.
Compile documentation (protocols, batch records, and study reports) to facilitate transfer of ArsenalBio’s process to external CDMO(s)
Collaborate closely with other functions to enable effective and successful project execution
Actively engage in cross-functional collaboration with peers to overcome technical challenges
Organize, communicate, and present complex data sets to key stakeholders and senior management
Assist cross-functional activities including hand-offs to various teams, compiling data, and presenting at project meetings
What You Will Bring
PhD in a relevant scientific discipline (such as Biotechnology, Bioprocess engineering, Immunology, Molecular Biology, or Biochemistry)
Expertise in clinical scale human immune cell isolation, T cell expansion, and mammalian cell culture techniques required
2+ years of relevant research experience in T cell biology and/or immunotherapy preferred
Prior experience in cell therapy and/or process development teams preferred
Expertise in multi-color flow cytometry analyses including panel design and data analysis required
Understanding of cGMP environment, Design of Experiment (DOE), and Quality by Design (QBD) principles for process and assay development, qualification, and validation preferred
Experience in harvest, fill, finish and evaluation of cryopreservation techniques preferred
Experience in T cell functional assays including cytotoxicity, cytokine/chemokine, and proliferation a plus
Ability to quickly adapt and learn new skills for changing research priorities
Flexible mind with the ability to think outside the box, creative approach to problem-solving
Demonstrated ability to work well in a highly collaborative team environment, coordinate tasks across multiple projects to meet deadlines
Willingness to accept other responsibilities outside of initial job description
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status

To all recruitment agencies: ArsenalBio does not accept agency resumes. Please do not forward resumes to our jobs alias, or Arsenalbio employees. ArsenalBio is not responsible for any fees related to unsolicited resumes.",5.0,"Arsenal Biosciences
5.0","South San Francisco, CA",-1,51 to 200 Employees,2019,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
253,Data Scientist,$74k-$123k (Glassdoor Est.),"As a part of the Data Science team, you will run the development of next-generation platforms for customers micro-segmentation, clusterization, behavior analysis, and prediction as well as building up new improved recommendation systems for the customers.

You will use your expertise to design data science models and frameworks, data processing pipelines, and lead efforts of the ML models productization.

You will use project management skills to manage the deliverables and ensure all stakeholder work is complete on time. You will also manage stakeholder communications and present your project across a wide spectrum of management levels.

The position requires excellent communication skills and experience working directly with technical teams as well as with business stakeholders. Being able to present findings in a meaningful and clear way is a must.

Responsibilities:
Work with a team of skilled data scientists
Plan the R&D process to fit sprint goals as well as the project milestones.
Drive the collection, cleaning, processing, and analysis of new and existing data sources.
Lead ML models development using Python/Tensorflow/Keras/Spark stack.
Communicate with business stakeholders to clarify their requirements and present the teamwork results.
Requirements:
Bachelors or Masters Degree in Computer Science or relevant field and with 3+ years’ experience in related data science and software engineering roles.
Experience with look-alike modeling and sequential-input models, RNNs (LSTM, GRU, etc.)
Strong working experience in Python, SQL and NoSQL DBs.
Practical skills in usage of big data technologies and tools including Hadoop, MapReduce, Hive, Spark.
Fluency in such technologies like Scikit-learn, Pandas,Tensorflow, keras, gensim, stanfordNLP, PySpark.
Great communication and presentation skills. Proven ability to present progress made by the team to senior business management and the project stakeholders.
Familiarity with Container Development (using dockers)
Familiarity with cloud ML Platforms (Google AI Platform, Amazon Sagemaker, MS Azure AI Platform) is a plus.
We offer:
Opportunity to work on bleeding-edge projects
Work with a highly motivated and dedicated team
Very competitive salary
Flexible schedule
Medical insurance
Benefits program
Corporate social events
Professional development opportunities
NB:

Placement and Staffing Agencies need not apply. We do not work with C2C at this time. At this moment, we are not able to process H1B transfers. Applicants with CPT and OPT visas are welcome to apply.

About Us:

Grid Dynamics is the engineering services company known for transformative, mission-critical cloud solutions for retail, finance and technology sectors.

We architected some of the busiest e-commerce services on the Internet and have never had an outage during the peak season.

Founded in 2006 and headquartered in San Ramon, California with offices throughout the US and Eastern Europe, we focus on big data analytics, omnichannel services, DevOps, and cloud enablement.",3.9,"Grid Dynamics
3.9","Plano, TX",-1,1001 to 5000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
254,"Real World Science, Data Scientist",$74k-$123k (Glassdoor Est.),"Title: Real World Science, Data Scientist
Location: Gaithersburg, MD

At AstraZeneca we turn ideas into life changing medicines. Working here means being entrepreneurial, thinking big and working together to make the impossible a reality.
Were focused on the potential of science to address the unmet needs of patients around the world. We commit to those areas where we think we can really change the course of medicine and bring big new ideas to life.

Job Description

The Real World Science & Digital team is a growing group within AstraZenecas global Evidence function which is driving the scientific use of Real World Data to accelerate the way patients access innovative medicines. The Real World Science and Digital team comprises of a core quantitative group, Digital Platform leads and Data Strategy experts providing AstraZeneca with an enterprise hub for Real World Science. AstraZeneca has a rich history in Real World Evidence, having developed a coherent strategy to develop and internalize data assets the group is now amplifying those investments through a dedicated Real World Data Science capability. Real World Data Scientists who are successful in this role will work on challenging problems, using innovative approaches to accelerate the delivery of Real World Insights and Evidence for key internal and external stakeholders.

The ideal candidate for this role will bring a proven track record of delivering value through the leverage of routinely collected data from healthcare settings to provide health analytics and insights in a range of contexts including Public Health, Pharmaceutical Research and Development and Commercial/ Payer.

They will collaborate with colleagues in Epidemiology, Statistics and Payer, giving scientific and technical guidance on study design, RW data selection and best practice in RW data utilization.

In addition, they will assist in advancing and shaping AZs Real World Science data strategy through the due diligence on new data providers/vendors, informatics support for data acquisitions in a range of Therapeutic Areas.

The role will promote best practice in Real World Data Science across multiple domains, and/or stakeholder groups.

Typical Accountabilities
Collaborate with Payer and Epidemiology teams to maximise the value derived from large observational research data
Deliver analyses of data from EMR, claims and primary observational data required by TA RWE strategies
Support the development of IVS strategies and selection of optimised contact models for prioritised markets through analysis of RWD
Provide scientific guidance on the application of Real World Evidence and observational research data to address issues across the Oncology and Biopharmaceuticals business units
Provide technical input, options and directions to strategic decisions made by AZ observational study teams on study design, data partner selection and best practices in RWE data utilization
Support technical teams to provide access to analytical tools and develop visual analytics to enable self-serving applications for end customers
Provide clear technical input, options, and direction to strategic decisions on RWE platform and capability build
Provide support for strategic decisions on AZ Medical Evidence and Observational Research external collaborations in the US and other markets
Assist in building a capability that becomes a source of sustained competitive advantage for AZ in identifying, acquiring, integrating and mining diverse RW data from multiple geographic and healthcare system sources to support evidence generation and real-world studies
Evaluate and assess strengths and weaknesses of external RW data sources, and potential partners for advancing the data strategy for specific therapeutic areas
Maintain a strong insight into the capabilities of potential external partners in RWE, especially for US and emerging markets.
Education, Qualifications, Skills and Experience

Key Relationships to reach solutions

Internal (to AZ or team)
Payer Evidence & Planning
Epidemiologists
Observational Research teams
Oncology and Biopharmaceuticals Medical Affairs Leads
Product and portfolio strategy
Medical Evidence Planning
Key experts in Data science /Analytics environments at AZ, and external partner organizations.
External (to AZ)
AZ RWS existing, prospective or potential partner organizations,
Key academic collaborators and thought leaders
Essential Requirements
PhD or MS in data science or other advanced degree in life sciences with post doctoral or other training/work in Medical/Health Informatics or related field
Experience in real-world evidence and familiarity with health economics/epidemiology, and quantitative science such as health outcome modelling
Expertise in EMR/Health IT, disease registries, and insurance claims databases
Expertise in clinical data standards, medical terminologies and controlled vocabularies used in healthcare data and ontologies (ICD9/10/ReadCode)
Experience in supporting pharmacoepidemiology studies with proven track record of advancing approaches with data science
Experience in Statistical Analysis Plan (SAP) generation and execution for observational studies
Expertise in methods development and application using statistical languages such as R/Matlab/SAS/SQL/Hadoop/Python
Experience in advanced visualisation and visual analytics of routinely collected healthcare data
Desirable
Expertise in data mining approaches within healthcare settings generating insight from routinely collected healthcare data
A history of patient care or equivalent background of working at a patient care setting that allows the candidate to bring medical perspective into real-world evidence generation and observational studies
Demonstrated ability to build long-term relationships with stakeholders at senior levels, understand relevant scientific/business challenges at a deep level and translate into a programme of informatics activities to deliver defined value
Ability to lead & manage multi-disciplinary data science projects
Strong track record of delivering large, cross functional projects
Experience working in a global organization and delivering global solutions
Use of Machine Learning and Artificial Intelligence in the generation of hypotheses within Real World Data",4.0,"AstraZeneca
4.0","Gaithersburg, MD",-1,10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
255,Pharmacovigilance Scientist (Sr. Scientist/Associate Director),$74k-$123k (Glassdoor Est.),"RESPONSIBILITIES:

Safety Surveillance:
Participates in the development, planning, and oversight of regulatory documents including the preparation of DSURs, IND Annual Reports and other global periodic safety reports
Perform ongoing review TFLs and AE data from ongoing studies to evaluate common AEs, lab abnormalities, and summarize the results.
Review and draft SAE narratives to support clinical development activities including CSR, interim analysis, business partner reports, review and QC CSR safety sections
Identify relevant safety data, conduct safety analysis and, evaluate, summarize safety data in support of regulatory submission activities, signal detection and management activities, or in response to ad hoc safety inquiries from health authorities, track all safety related activities
Drug Safety Medical Review:
Participates in and supports management of medical review of individual case safety reports (ICSRs/SAEs) for Ionis products throughout the life cycle, including review of SUSARs.
Assist with clinical end point adjudication process for phase III studies. Some of the responsibilities include but not limited too; independent review of SAE source documents, generation of queries to ensure SAE/AE information gathered is complete and creation of event summaries.
Review and draft SAE narratives to support clinical development activities including CSR, interim analysis, business partner reports, review and QC CSR safety sections
REQUIREMENTS:
Education: Master’s in life sciences - PharmD, RPh, PhD, RN, PA
Experience: minimum 5-6 years’ experience in pharmacovigilance in a pharmaceutical or
biotechnology company.
Experienced in pre- and post-approval pharmacovigilance activities, including safety
reporting, signal detection activities (safety data analysis, categorization, assessment).
Solid clinical knowledge and strong analytical ability to review, evaluate, interpret, and
synthesize scientific data.
Strong proficiency in verbal and written communication; great attention to detail, ability to
meet project deadlines

Job Type: Contract

Pay: $60.00 - $100.00 per hour

Schedule:
Monday to Friday
COVID-19 considerations:
Positions are being worked remotely during the COVID-19 pandemic.

Location:
Carlsbad, CA 92008 (Preferred)
Work authorization:
United States (Required)
Application Question:
Do you have a minimum of five years experience working in biotech/pharma or CRO company?
Contract Renewal:
Likely
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
Work Remotely:
Temporarily due to COVID-19",-1,Well Established Biotech,"Carlsbad, CA",-1,-1,-1,-1,-1,-1,-1,-1
256,Data Scientist,$96k-$158k (Glassdoor Est.),"About Known

Known is a modern marketing company engineered for the unprecedented challenges and opportunities facing marketers today. Known pairs PhD data scientists with award-winning creatives, expert research teams and strategists. Known is anchored by two decades of groundbreaking market research and data science capabilities, which uniquely empower our marketing strategy and acclaimed creative groups, who produce some of the most innovative, cutting-edge creative work in culture. The result? Marketing that is predisposed to succeed and be persistently optimized, directly impacting clients' bottom lines. Our clients span the leading brands in finance, technology, media, CPG, real estate and many other categories. Known has over 200 employees in 6 US cities including Seattle, San Francisco, Los Angeles, Austin, Boston and New York. Our teams have won multiple Emmys, Clios, Effies, Cannes Lions Awards and ProMax Agency of the Year three times.

Known's Media Science team uses advanced analytics, machine learning, statistics, and algorithms to plan and optimize advertising dollars. We partner with our clients to translate their business goals into meaningful metrics, and buy media across all channels to drive those target outcomes. We are looking for a Data Scientist to join the team and work alongside other data analysts, data scientists, and software engineers.

The ideal candidate will have:
Fluency in Spanish
A Masters or PhD from a well-regarded college or university. STEM degrees are preferred.
3+ years of hands-on experience doing quantitative analysis, modeling, optimization and/or statistics. Experience utilizing Python (or similar language) and SQL.
Superb communication and presentation skills
A desire to work on advertising challenges that require flexibility in approach -- everything from on-the-fly analytics to statistics, big data, machine learning, and mathematical algorithms
An ability to translate business challenges into quantitative problems, and solve them by whatever means necessary, which may not always be strict machine learning
A willingness to learn foundational knowledge and skills rapidly
An ability to think strategically, analytically, and proactively about diverse business problems
A commitment to managing the quality & accuracy of analytics, ensuring high standards with your and others' work
Experience in advertising or advertising technology is a plus
Experience multi-tasking in a fast-paced environment is a plus
Experience working directly with clients is a plus
Experience working on a tech team is a plus, with experience in cloud technologies, version control, etc.
Your responsibilities would include:
Driving performance for our media campaigns and amazing our clients
Day-to-day management of advertising spend you're responsible for, including ideation on quantitative approaches for driving value, monitoring metrics, and troubleshooting issues
Developing new techniques (e.g., ML models, optimization algorithms, and automation) to optimize KPIs and improve Known IP
Building analyses, stories and slides for client reports
Interfacing directly with clients to communicate results
Productionalizing workflows and contributing your code to our Known repos
Operating existing software infrastructure to traffic, evaluate performance, and analyze media
#LI-AM1",3.5,"Known
3.5","New York, NY",-1,201 to 500 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1
257,Aviation Data Scientist,$96k-$158k (Glassdoor Est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE performs leading-edge research and development toward transformational solutions to our world’s most challenging problems. Our Center for Advanced Aviation Systems Development is a Federally-Funded Research and Development Center (FFRDC) established to serve as strategic partners to the federal government and various aviation groups around the world. Our engineers, analysts, technical and operational experts team to solve problems in the public interest that improve the safety and efficiency of the airspace system in the U.S. and abroad. The Aviation Operations, Procedures & Safety division is seeking a highly qualified engineer to work in one of the following areas: Airspace and Procedure Design and Analysis; Airport and Airspace Analysis, Modeling and Design; Performance-Based Navigation Standards and Tools; and Aviation Safety Analysis. The candidate will work with the FAA and international customers, leveraging the largest repository of aviation data to improve the capabilities, safety, and efficiency of the aviation system. Come join a globally recognized partner and resource for data driven solutions that impact public good. The candidate will be responsible for: - Contributing to various projects applying innovative analysis techniques across multiple challenging problems in the field of aviation. - Working closely with other engineers and scientists in the design of exploratory analyses or simulations pertaining to aviation issues. - Drawing conclusions from a wide range of aviation system data and articulating key findings in both written and verbal form. Developing data visualization products that simplify presentation of big data calculations. Qualifications: - Knowledge of programming/scripting languages (eg. Python, MATLAB, R, Perl) - Familiarity with statistical analysis packages (eg. SAS, JMP) - Familiarity with machine learning techniques and algorithm development. - Excellent written and verbal communication skills. In-person presentation and writing sample may be requested. - Experience with data visualization software (eg. Tableau, D3) - Knowledge of data processing capabilities (eg. Hadoop, Pig, Spark, SQL). Skill is desired, but not required - Experience working in the aviation domain: airport operation, air traffic control, airlines. Skill is desired, but not required BS or MS in Operations Research, Applied Mathematics/Statistics Computer Science, Systems Engineering, or other physical science/engineering

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.2,"MITRE
3.2","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1
258,"Scientist – Immunochemistry R&D, Method Development and Validation",$96k-$158k (Glassdoor Est.),"JOB DESCRIPTION

Title: Scientist – Immunochemistry R&D, Method Development and Validation

Division / Dept.: Immunochemistry

Location: Richmond, VA (Office Based)

Note: Full time, Benefits, Relocation Assistance Available

PPD is a leading global contract research organization providing comprehensive, integrated drug development, laboratory and lifecycle management services. At PPD, we are passionate, deliberate, and driven by our purpose- to improve health!

Envision a workplace where you have a direct impact on improving health, work alongside expert scientists, use newest technologies and collaborate with industry thought leaders and therapeutic experts. Welcome to PPD® Laboratories, where science is our passion, quality is our commitment and people are the cornerstone of our success.

As a Scientist you will perform a variety of complex sample preparation and analysis procedures to quantitatively measure pharmaceutical and biopharmaceutical compounds in a variety of formulations and/or biological matrices.

At PPD we hire the best, develop ourselves and each other, and recognize the power of being one team. We offer continued career advancement opportunities, award winning training and benefits focused on the health and well being of our employees.

To learn how PPD can advance your career, apply now!

BioA Overview:

https://www.ppd.com/our-solutions/ppd-laboratories/bioanalytical-lab/

LinkedIn Video Landing Page:

https://www.linkedin.com/showcase/ppd-laboratories/?feedView=videos

#GD

#LI-JC1

PPDLABS

Job Qualification

Education and Experience:

Bachelor's degree or equivalent and relevant formal academic / vocational qualification
Previous experience that provides the knowledge, skills, and abilities to perform the job (comparable to 2+ years’) or equivalent combination of education, training, & experience.
OR Masters degree

Knowledge, Skills and Abilities:

Performs immunoassay method development, validation, and troubleshooting in support of pharmacokinetic, toxicokinetic, immunogenicity (ADA), and pharmacodynamic studies involving novel therapeutics in the pharmaceutical industry.
BioPharmaceutical Testing (ELISA, Gel Electrophoresis)
Manual dexterity.
Communicate effectively and follow detailed written and verbal instruction.
Cooperate with coworkers within an organized team environment or work alone with supervision.
Manage time effectively to complete assignments in expected time frame.
Maintain a laboratory notebook and complete all documentation with clear and accurate language and according to the SOP.
Proficient in the use of analytical instrumentation, skills in separation science techniques are desired.
Proficient in sample extraction procedures.
Ability to plan, schedule and carry out work for successful project completion.
Proficient in the operation of the computer and data acquisition programs.
Positive attitude and ability to work well with others.
Ability to write protocols and reports with minimum supervision

PPD Benefits Overview:

PPD offers comprehensive benefits including medical, dental, vision, pharmacy, employee assistance program, wellness program options and more.

Other benefits include:

401k with matching contributions, life insurance, long term and short term disability insurance, flexible medical and dependent care spending accounts.
Work life balance programs including paid time off for vacation/sick time, paid holidays, floating holiday and vacation sell back program.
Wellness benefits including health and wellness programs, fitness facility access or discount, health coaching and more.
Education reimbursement and tuition assistance programs, professional development training, skills training, education loan repayment plan, dependent scholarship program and more.
Employee appreciation events, service recognition awards, annual reviews, merit plans and bonus plans
Community connections and activities including philanthropic engagement, volunteer service projects and more
Other great options including pet insurance, legal and financial services plan, auto and home insurance discounts.

Below Is Listed The Working Environment/requirements For This Role

PPD values the health and wellbeing of our employees. We support and encourage individuals to create a healthy and balanced environment where they can thrive.

Able to communicate, receive, and understand information and ideas with diverse groups of people in a comprehensible and reasonable manner
Able to work upright and stationary and/or standing for typical working hours
Able to lift and move objects up to 25 pounds
Able to work in non-traditional work environments
Able to use and learn standard office equipment and technology with proficiency
May have exposure to potentially hazardous elements, including infectious agents, typically found in healthcare or laboratory environments
Able to perform successfully under pressure while prioritizing and handling multiple projects or activities
Diversity Statement
PPD is proud to be an affirmative action employer that values diversity as a strength and fosters an environment of mutual respect. PPD is committed to providing equal employment opportunities without regard to age, race, color, pregnancy, national origin, religion, sex, gender identity, sexual orientation, disability, veteran status or status within any other protected group.",3.7,"PPD
3.7","Richmond, VA",-1,10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1
259,Aviation Data Scientist & Machine Learning Engineer,$96k-$158k (Glassdoor Est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE has an immediate opening for an Aviation Data Scientist with a specialization in machine learning to be part of a dynamic team of professionals working to improve the efficiency of traffic flow management operations in the United States National Airspace System (NAS). We are looking to expand our team with someone with demonstrated technical excellence involving analysis of aviation data and the application of machine learning techniques to solving complex problems.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.2,"MITRE
3.2","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1
